node_id	coding	meaning	parent_id	depth	top_branch_id	top_branch_code	selectable	is_target_code
15340	C64	C64 Malignant neoplasm of kidney, except renal pelvis	530	3	20	Chapter II	Y	Y
15350	C65	C65 Malignant neoplasm of renal pelvis	530	3	20	Chapter II	Y	Y
15360	C66	C66 Malignant neoplasm of ureter	530	3	20	Chapter II	Y	Y
15370	C67	C67 Malignant neoplasm of bladder	530	3	20	Chapter II	Y	Y
15480	C68	C68 Malignant neoplasm of other and unspecified urinary organs	530	3	20	Chapter II	Y	Y
15530	C69	C69 Malignant neoplasm of eye and adnexa	540	3	20	Chapter II	Y	Y
15630	C70	C70 Malignant neoplasm of meninges	540	3	20	Chapter II	Y	Y
15670	C71	C71 Malignant neoplasm of brain	540	3	20	Chapter II	Y	Y
15780	C72	C72 Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system	540	3	20	Chapter II	Y	Y
15870	C73	C73 Malignant neoplasm of thyroid gland	550	3	20	Chapter II	Y	Y
15880	C74	C74 Malignant neoplasm of adrenal gland	550	3	20	Chapter II	Y	Y
15920	C75	C75 Malignant neoplasm of other endocrine glands and related structures	550	3	20	Chapter II	Y	Y
16010	C76	C76 Malignant neoplasm of other and ill-defined sites	560	3	20	Chapter II	Y	Y
16100	C77	C77 Secondary and unspecified malignant neoplasm of lymph nodes	560	3	20	Chapter II	Y	Y
16190	C78	C78 Secondary malignant neoplasm of respiratory and digestive organs	560	3	20	Chapter II	Y	Y
16290	C79	C79 Secondary malignant neoplasm of other sites	560	3	20	Chapter II	Y	Y
16400	C80	C80 Malignant neoplasm without specification of site	560	3	20	Chapter II	Y	Y
16430	C81	C81 Hodgkin's disease	570	3	20	Chapter II	Y	Y
16510	C82	C82 Follicular [nodular] non-Hodgkin's lymphoma	570	3	20	Chapter II	Y	Y
16610	C83	C83 Diffuse non-Hodgkin's lymphoma	570	3	20	Chapter II	Y	Y
16720	C84	C84 Peripheral and cutaneous T-cell lymphomas	570	3	20	Chapter II	Y	Y
16830	C85	C85 Other and unspecified types of non-Hodgkin's lymphoma	570	3	20	Chapter II	Y	Y
16890	C86	C86 Other specified types of T/NK-cell lymphoma	570	3	20	Chapter II	Y	Y
16970	C88	C88 Malignant immunoproliferative diseases	570	3	20	Chapter II	Y	Y
17050	C90	C90 Multiple myeloma and malignant plasma cell neoplasms	570	3	20	Chapter II	Y	Y
17100	C91	C91 Lymphoid leukaemia	570	3	20	Chapter II	Y	Y
17210	C92	C92 Myeloid leukaemia	570	3	20	Chapter II	Y	Y
17320	C93	C93 Monocytic leukaemia	570	3	20	Chapter II	Y	Y
17390	C94	C94 Other leukaemias of specified cell type	570	3	20	Chapter II	Y	Y
17480	C95	C95 Leukaemia of unspecified cell type	570	3	20	Chapter II	Y	Y
17540	C96	C96 Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue	570	3	20	Chapter II	Y	Y
17650	C97	C97 Malignant neoplasms of independent (primary) multiple sites	580	3	20	Chapter II	Y	Y
40110	I00	I00 Rheumatic fever without mention of heart involvement	1130	3	90	Chapter IX	Y	Y
40120	I01	I01 Rheumatic fever with heart involvement	1130	3	90	Chapter IX	Y	Y
40180	I02	I02 Rheumatic chorea	1130	3	90	Chapter IX	Y	Y
40210	I05	I05 Rheumatic mitral valve diseases	1140	3	90	Chapter IX	Y	Y
40270	I06	I06 Rheumatic aortic valve diseases	1140	3	90	Chapter IX	Y	Y
40330	I07	I07 Rheumatic tricuspid valve diseases	1140	3	90	Chapter IX	Y	Y
40390	I08	I08 Multiple valve diseases	1140	3	90	Chapter IX	Y	Y
40460	I09	I09 Other rheumatic heart diseases	1140	3	90	Chapter IX	Y	Y
40520	I10	I10 Essential (primary) hypertension	1150	3	90	Chapter IX	Y	Y
40530	I11	I11 Hypertensive heart disease	1150	3	90	Chapter IX	Y	Y
40560	I12	I12 Hypertensive renal disease	1150	3	90	Chapter IX	Y	Y
40590	I13	I13 Hypertensive heart and renal disease	1150	3	90	Chapter IX	Y	Y
40640	I15	I15 Secondary hypertension	1150	3	90	Chapter IX	Y	Y
40700	I20	I20 Angina pectoris	1160	3	90	Chapter IX	Y	Y
40750	I21	I21 Acute myocardial infarction	1160	3	90	Chapter IX	Y	Y
40830	I22	I22 Subsequent myocardial infarction	1160	3	90	Chapter IX	Y	Y
40880	I23	I23 Certain current complications following acute myocardial infarction	1160	3	90	Chapter IX	Y	Y
40970	I24	I24 Other acute ischaemic heart diseases	1160	3	90	Chapter IX	Y	Y
41020	I25	I25 Chronic ischaemic heart disease	1160	3	90	Chapter IX	Y	Y
41120	I26	I26 Pulmonary embolism	1170	3	90	Chapter IX	Y	Y
41150	I27	I27 Other pulmonary heart diseases	1170	3	90	Chapter IX	Y	Y
41210	I28	I28 Other diseases of pulmonary vessels	1170	3	90	Chapter IX	Y	Y
41260	I30	I30 Acute pericarditis	1180	3	90	Chapter IX	Y	Y
41310	I31	I31 Other diseases of pericardium	1180	3	90	Chapter IX	Y	Y
41380	I32	I32 Pericarditis in diseases classified elsewhere	1180	3	90	Chapter IX	Y	Y
41420	I33	I33 Acute and subacute endocarditis	1180	3	90	Chapter IX	Y	Y
41450	I34	I34 Nonrheumatic mitral valve disorders	1180	3	90	Chapter IX	Y	Y
41510	I35	I35 Nonrheumatic aortic valve disorders	1180	3	90	Chapter IX	Y	Y
41570	I36	I36 Nonrheumatic tricuspid valve disorders	1180	3	90	Chapter IX	Y	Y
41630	I37	I37 Pulmonary valve disorders	1180	3	90	Chapter IX	Y	Y
41690	I38	I38 Endocarditis, valve unspecified	1180	3	90	Chapter IX	Y	Y
41700	I39	I39 Endocarditis and heart valve disorders in diseases classified elsewhere	1180	3	90	Chapter IX	Y	Y
41770	I40	I40 Acute myocarditis	1180	3	90	Chapter IX	Y	Y
41820	I41	I41 Myocarditis in diseases classified elsewhere	1180	3	90	Chapter IX	Y	Y
41870	I42	I42 Cardiomyopathy	1180	3	90	Chapter IX	Y	Y
41980	I43	I43 Cardiomyopathy in diseases classified elsewhere	1180	3	90	Chapter IX	Y	Y
42030	I44	I44 Atrioventricular and left bundle-branch block	1180	3	90	Chapter IX	Y	Y
42120	I45	I45 Other conduction disorders	1180	3	90	Chapter IX	Y	Y
42220	I46	I46 Cardiac arrest	1180	3	90	Chapter IX	Y	Y
42260	I47	I47 Paroxysmal tachycardia	1180	3	90	Chapter IX	Y	Y
42310	I48	I48 Atrial fibrillation and flutter	1180	3	90	Chapter IX	Y	Y
42380	I49	I49 Other cardiac arrhythmias	1180	3	90	Chapter IX	Y	Y
42470	I50	I50 Heart failure	1180	3	90	Chapter IX	Y	Y
42510	I51	I51 Complications and ill-defined descriptions of heart disease	1180	3	90	Chapter IX	Y	Y
42620	I52	I52 Other heart disorders in diseases classified elsewhere	1180	3	90	Chapter IX	Y	Y
42660	I60	I60 Subarachnoid haemorrhage	1190	3	90	Chapter IX	Y	Y
42770	I61	I61 Intracerebral haemorrhage	1190	3	90	Chapter IX	Y	Y
42870	I62	I62 Other nontraumatic intracranial haemorrhage	1190	3	90	Chapter IX	Y	Y
42910	I63	I63 Cerebral infarction	1190	3	90	Chapter IX	Y	Y
43010	I64	I64 Stroke, not specified as haemorrhage or infarction	1190	3	90	Chapter IX	Y	Y
43020	I65	I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction	1190	3	90	Chapter IX	Y	Y
43090	I66	I66 Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction	1190	3	90	Chapter IX	Y	Y
43170	I67	I67 Other cerebrovascular diseases	1190	3	90	Chapter IX	Y	Y
43280	I68	I68 Cerebrovascular disorders in diseases classified elsewhere	1190	3	90	Chapter IX	Y	Y
43330	I69	I69 Sequelae of cerebrovascular disease	1190	3	90	Chapter IX	Y	Y
43400	I70	I70 Atherosclerosis	1200	3	90	Chapter IX	Y	Y
43560	I71	I71 Aortic aneurysm and dissection	1200	3	90	Chapter IX	Y	Y
43660	I72	I72 Other aneurysm	1200	3	90	Chapter IX	Y	Y
43760	I73	I73 Other peripheral vascular diseases	1200	3	90	Chapter IX	Y	Y
43810	I74	I74 Arterial embolism and thrombosis	1200	3	90	Chapter IX	Y	Y
43900	I77	I77 Other disorders of arteries and arterioles	1200	3	90	Chapter IX	Y	Y
44000	I78	I78 Diseases of capillaries	1200	3	90	Chapter IX	Y	Y
44050	I79	I79 Disorders of arteries, arterioles and capillaries in diseases classified elsewhere	1200	3	90	Chapter IX	Y	Y
44100	I80	I80 Phlebitis and thrombophlebitis	1210	3	90	Chapter IX	Y	Y
44170	I81	I81 Portal vein thrombosis	1210	3	90	Chapter IX	Y	Y
44180	I82	I82 Other venous embolism and thrombosis	1210	3	90	Chapter IX	Y	Y
44250	I83	I83 Varicose veins of lower extremities	1210	3	90	Chapter IX	Y	Y
44300	I84	I84 Haemorrhoids	1210	3	90	Chapter IX	Y	Y
44410	I85	I85 Oesophageal varices	1210	3	90	Chapter IX	Y	Y
44440	I86	I86 Varicose veins of other sites	1210	3	90	Chapter IX	Y	Y
44510	I87	I87 Other disorders of veins	1210	3	90	Chapter IX	Y	Y
44570	I88	I88 Nonspecific lymphadenitis	1210	3	90	Chapter IX	Y	Y
44620	I89	I89 Other non-infective disorders of lymphatic vessels and lymph nodes	1210	3	90	Chapter IX	Y	Y
44670	I95	I95 Hypotension	1220	3	90	Chapter IX	Y	Y
44730	I97	I97 Postprocedural disorders of circulatory system, not elsewhere classified	1220	3	90	Chapter IX	Y	Y
44790	I98	I98 Other disorders of circulatory system in diseases classified elsewhere	1220	3	90	Chapter IX	Y	Y
44850	I99	I99 Other and unspecified disorders of circulatory system	1220	3	90	Chapter IX	Y	Y
31760	G00	G00 Bacterial meningitis, not elsewhere classified	870	3	60	Chapter VI	Y	Y
31830	G01	G01 Meningitis in bacterial diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
31840	G02	G02 Meningitis in other infectious and parasitic diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
31880	G03	G03 Meningitis due to other and unspecified causes	870	3	60	Chapter VI	Y	Y
31940	G04	G04 Encephalitis, myelitis and encephalomyelitis	870	3	60	Chapter VI	Y	Y
32000	G05	G05 Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
32050	G06	G06 Intracranial and intraspinal abscess and granuloma	870	3	60	Chapter VI	Y	Y
32090	G07	G07 Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
32100	G08	G08 Intracranial and intraspinal phlebitis and thrombophlebitis	870	3	60	Chapter VI	Y	Y
32110	G09	G09 Sequelae of inflammatory diseases of central nervous system	870	3	60	Chapter VI	Y	Y
32120	G10	G10 Huntington's disease	880	3	60	Chapter VI	Y	Y
32130	G11	G11 Hereditary ataxia	880	3	60	Chapter VI	Y	Y
32210	G12	G12 Spinal muscular atrophy and related syndromes	880	3	60	Chapter VI	Y	Y
32270	G13	G13 Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere	880	3	60	Chapter VI	Y	Y
32320	G14	G14 Postpolio syndrome	880	3	60	Chapter VI	Y	Y
32330	G20	G20 Parkinson's disease	890	3	60	Chapter VI	Y	Y
32340	G21	G21 Secondary Parkinsonism	890	3	60	Chapter VI	Y	Y
32420	G22	G22 Parkinsonism in diseases classified elsewhere	890	3	60	Chapter VI	Y	Y
32430	G23	G23 Other degenerative diseases of basal ganglia	890	3	60	Chapter VI	Y	Y
32500	G24	G24 Dystonia	890	3	60	Chapter VI	Y	Y
32590	G25	G25 Other extrapyramidal and movement disorders	890	3	60	Chapter VI	Y	Y
32690	G26	G26 Extrapyramidal and movement disorders in diseases classified elsewhere	890	3	60	Chapter VI	Y	Y
32700	G30	G30 Alzheimer's disease	900	3	60	Chapter VI	Y	Y
32750	G31	G31 Other degenerative diseases of nervous system, not elsewhere classified	900	3	60	Chapter VI	Y	Y
32810	G32	G32 Other degenerative disorders of nervous system in diseases classified elsewhere	900	3	60	Chapter VI	Y	Y
32840	G35	G35 Multiple sclerosis	910	3	60	Chapter VI	Y	Y
32850	G36	G36 Other acute disseminated demyelination	910	3	60	Chapter VI	Y	Y
32900	G37	G37 Other demyelinating diseases of central nervous system	910	3	60	Chapter VI	Y	Y
32990	G40	G40 Epilepsy	920	3	60	Chapter VI	Y	Y
33100	G41	G41 Status epilepticus	920	3	60	Chapter VI	Y	Y
33160	G43	G43 Migraine	920	3	60	Chapter VI	Y	Y
33230	G44	G44 Other headache syndromes	920	3	60	Chapter VI	Y	Y
33300	G45	G45 Transient cerebral ischaemic attacks and related syndromes	920	3	60	Chapter VI	Y	Y
33380	G46	G46 Vascular syndromes of brain in cerebrovascular diseases	920	3	60	Chapter VI	Y	Y
33480	G47	G47 Sleep disorders	920	3	60	Chapter VI	Y	Y
33560	G50	G50 Disorders of trigeminal nerve	930	3	60	Chapter VI	Y	Y
33610	G51	G51 Facial nerve disorders	930	3	60	Chapter VI	Y	Y
33690	G52	G52 Disorders of other cranial nerves	930	3	60	Chapter VI	Y	Y
33770	G53	G53 Cranial nerve disorders in diseases classified elsewhere	930	3	60	Chapter VI	Y	Y
33830	G54	G54 Nerve root and plexus disorders	930	3	60	Chapter VI	Y	Y
33940	G55	G55 Nerve root and plexus compressions in diseases classified elsewhere	930	3	60	Chapter VI	Y	Y
34000	G56	G56 Mononeuropathies of upper limb	930	3	60	Chapter VI	Y	Y
34080	G57	G57 Mononeuropathies of lower limb	930	3	60	Chapter VI	Y	Y
34180	G58	G58 Other mononeuropathies	930	3	60	Chapter VI	Y	Y
34230	G59	G59 Mononeuropathy in diseases classified elsewhere	930	3	60	Chapter VI	Y	Y
34260	G60	G60 Hereditary and idiopathic neuropathy	940	3	60	Chapter VI	Y	Y
34330	G61	G61 Inflammatory polyneuropathy	940	3	60	Chapter VI	Y	Y
34380	G62	G62 Other polyneuropathies	940	3	60	Chapter VI	Y	Y
34440	G63	G63 Polyneuropathy in diseases classified elsewhere	940	3	60	Chapter VI	Y	Y
34530	G64	G64 Other disorders of peripheral nervous system	940	3	60	Chapter VI	Y	Y
34540	G70	G70 Myasthenia gravis and other myoneural disorders	950	3	60	Chapter VI	Y	Y
34600	G71	G71 Primary disorders of muscles	950	3	60	Chapter VI	Y	Y
34670	G72	G72 Other myopathies	950	3	60	Chapter VI	Y	Y
34750	G73	G73 Disorders of myoneural junction and muscle in diseases classified elsewhere	950	3	60	Chapter VI	Y	Y
34840	G80	G80 Infantile cerebral palsy	960	3	60	Chapter VI	Y	Y
34920	G81	G81 Hemiplegia	960	3	60	Chapter VI	Y	Y
34960	G82	G82 Paraplegia and tetraplegia	960	3	60	Chapter VI	Y	Y
35030	G83	G83 Other paralytic syndromes	960	3	60	Chapter VI	Y	Y
35120	G90	G90 Disorders of autonomic nervous system	970	3	60	Chapter VI	Y	Y
35200	G91	G91 Hydrocephalus	970	3	60	Chapter VI	Y	Y
35270	G92	G92 Toxic encephalopathy	970	3	60	Chapter VI	Y	Y
35280	G93	G93 Other disorders of brain	970	3	60	Chapter VI	Y	Y
35390	G94	G94 Other disorders of brain in diseases classified elsewhere	970	3	60	Chapter VI	Y	Y
35440	G95	G95 Other diseases of spinal cord	970	3	60	Chapter VI	Y	Y
35500	G96	G96 Other disorders of central nervous system	970	3	60	Chapter VI	Y	Y
35550	G97	G97 Postprocedural disorders of nervous system, not elsewhere classified	970	3	60	Chapter VI	Y	Y
35610	G98	G98 Other disorders of nervous system, not elsewhere classified	970	3	60	Chapter VI	Y	Y
35620	G99	G99 Other disorders of nervous system in diseases classified elsewhere	970	3	60	Chapter VI	Y	Y
12080	C000	C00.0 External upper lip	12070	4	20	Chapter II	Y	Y
12090	C001	C00.1 External lower lip	12070	4	20	Chapter II	Y	Y
12100	C002	C00.2 External lip, unspecified	12070	4	20	Chapter II	Y	Y
12110	C003	C00.3 Upper lip, inner aspect	12070	4	20	Chapter II	Y	Y
12120	C004	C00.4 Lower lip, inner aspect	12070	4	20	Chapter II	Y	Y
12130	C005	C00.5 Lip, unspecified, inner aspect	12070	4	20	Chapter II	Y	Y
12140	C006	C00.6 Commissure of lip	12070	4	20	Chapter II	Y	Y
12150	C008	C00.8 Overlapping lesion of lip	12070	4	20	Chapter II	Y	Y
12160	C009	C00.9 Lip, unspecified	12070	4	20	Chapter II	Y	Y
12190	C020	C02.0 Dorsal surface of tongue	12180	4	20	Chapter II	Y	Y
12200	C021	C02.1 Border of tongue	12180	4	20	Chapter II	Y	Y
12210	C022	C02.2 Ventral surface of tongue	12180	4	20	Chapter II	Y	Y
12220	C023	C02.3 Anterior two-thirds of tongue, part unspecified	12180	4	20	Chapter II	Y	Y
12230	C024	C02.4 Lingual tonsil	12180	4	20	Chapter II	Y	Y
12240	C028	C02.8 Overlapping lesion of tongue	12180	4	20	Chapter II	Y	Y
12250	C029	C02.9 Tongue, unspecified	12180	4	20	Chapter II	Y	Y
12270	C030	C03.0 Upper gum	12260	4	20	Chapter II	Y	Y
12280	C031	C03.1 Lower gum	12260	4	20	Chapter II	Y	Y
12290	C039	C03.9 Gum, unspecified	12260	4	20	Chapter II	Y	Y
12310	C040	C04.0 Anterior floor of mouth	12300	4	20	Chapter II	Y	Y
12320	C041	C04.1 Lateral floor of mouth	12300	4	20	Chapter II	Y	Y
12330	C048	C04.8 Overlapping lesion of floor of mouth	12300	4	20	Chapter II	Y	Y
12340	C049	C04.9 Floor of mouth, unspecified	12300	4	20	Chapter II	Y	Y
12360	C050	C05.0 Hard palate	12350	4	20	Chapter II	Y	Y
12370	C051	C05.1 Soft palate	12350	4	20	Chapter II	Y	Y
12380	C052	C05.2 Uvula	12350	4	20	Chapter II	Y	Y
12390	C058	C05.8 Overlapping lesion of palate	12350	4	20	Chapter II	Y	Y
12400	C059	C05.9 Palate, unspecified	12350	4	20	Chapter II	Y	Y
12420	C060	C06.0 Cheek mucosa	12410	4	20	Chapter II	Y	Y
12430	C061	C06.1 Vestibule of mouth	12410	4	20	Chapter II	Y	Y
12440	C062	C06.2 Retromolar area	12410	4	20	Chapter II	Y	Y
12450	C068	C06.8 Overlapping lesion of other and unspecified parts of mouth	12410	4	20	Chapter II	Y	Y
12460	C069	C06.9 Mouth, unspecified	12410	4	20	Chapter II	Y	Y
12490	C080	C08.0 Submandibular gland	12480	4	20	Chapter II	Y	Y
12500	C081	C08.1 Sublingual gland	12480	4	20	Chapter II	Y	Y
